Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),19:15,06:00,10h 45m,810,2.7,10 Seats available,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Muzaffarpur (Bihar) to Ranchi
Tejas Maa Bhawani,AC Sleeper (2+1),18:45,06:00,11h 15m,799,1.0,4 Seats available,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Muzaffarpur (Bihar) to Ranchi
Tejas Maa Bhawani,Non AC Seater (2+2),18:30,05:30,11h 00m,899,2.9,41 Seats available,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Muzaffarpur (Bihar) to Ranchi
Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,22:30,07:00,08h 30m,680,3.2,14 Seats available,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Lucknow to Motihari
New India Bus Service,A/C Seater / Sleeper (2+2),23:30,09:00,09h 30m,1699,1.0,24 Seats available,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Lucknow to Motihari
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),23:30,09:00,09h 30m,1349,1.3,46 Seats available,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Lucknow to Motihari
Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),20:41,04:00,07h 19m,396,2.5,11 Seats available,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Patna (Bihar) to Hazaribagh
Rajdhani bus service,Non A/C Seater / Sleeper (2+1),18:30,01:30,07h 00m,509,3.4,17 Seats available,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Patna (Bihar) to Hazaribagh
Rekha Luxury,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,537,3.1,4 Seats available,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Patna (Bihar) to Hazaribagh
Arzoo Travels,A/C Seater / Sleeper (2+1),20:30,02:30,06h 00m,463,3.0,6 Seats available,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Patna (Bihar) to Hazaribagh
Sadhvi Rath,A/C Seater / Sleeper (2+1),20:40,02:40,06h 00m,540,3.9,16 Seats available,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Patna (Bihar) to Hazaribagh
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),20:55,07:30,10h 35m,605,2.7,21 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Ranchi to Muzaffarpur (Bihar)
JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),20:35,06:15,09h 40m,900,3.4,2 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Ranchi to Muzaffarpur (Bihar)
Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),18:15,05:30,11h 15m,638,2.9,11 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Ranchi to Muzaffarpur (Bihar)
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),19:15,06:30,11h 15m,810,2.7,2 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Ranchi to Muzaffarpur (Bihar)
Tejas Maa Bhawani,Non AC Seater (2+2),17:45,05:30,11h 45m,898,2.3,41 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Ranchi to Muzaffarpur (Bihar)
Bihar state road transport corporation (BSRTC) - 150571,Non AC Seater (2+2),21:20,04:30,07h 10m,293,3.2,26 Seats available,https://www.redbus.in/bus-tickets/patna-to-raxaul,Patna (Bihar) to Raxaul
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),22:00,05:00,07h 00m,550,2.9,35 Seats available,https://www.redbus.in/bus-tickets/patna-to-raxaul,Patna (Bihar) to Raxaul
Bihar state road transport corporation (BSRTC) - 156563,AC Seater (2+2),19:00,04:00,09h 00m,468,4.1,25 Seats available,https://www.redbus.in/bus-tickets/purnea-to-patna,Purnea to Patna (Bihar)
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),20:10,05:00,08h 50m,630,4.2,4 Seats available,https://www.redbus.in/bus-tickets/purnea-to-patna,Purnea to Patna (Bihar)
Sadhvi Rath,A/C Seater / Sleeper (2+1),19:36,05:36,10h 00m,468,4.1,3 Seats available,https://www.redbus.in/bus-tickets/purnea-to-patna,Purnea to Patna (Bihar)
MAA KAMAKHYA DREAMLINER,A/C Seater / Sleeper (2+1),20:10,05:00,08h 50m,495,3.8,4 Seats available,https://www.redbus.in/bus-tickets/purnea-to-patna,Purnea to Patna (Bihar)
Meera Travels (Yvts),A/C Seater / Sleeper (2+1),20:15,06:15,10h 00m,600,1.4,4 Seats available,https://www.redbus.in/bus-tickets/purnea-to-patna,Purnea to Patna (Bihar)
Bihar state road transport corporation (BSRTC) - 117806,Volvo AC Seater 2+2,20:45,10:00,13h 15m,1100,4.1,36 Seats available,https://www.redbus.in/bus-tickets/agra-to-motihari,Agra to Motihari
Panwar Travels,A/C Sleeper (2+1),21:45,17:30,19h 45m,2313,2.8,36 Seats available,https://www.redbus.in/bus-tickets/agra-to-motihari,Agra to Motihari
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),21:30,15:30,0-6h 00m,1350,1.0,,https://www.redbus.in/bus-tickets/agra-to-motihari,Agra to Motihari
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),18:00,09:00,15h 00m,1349,1.0,46 Seats available,https://www.redbus.in/bus-tickets/agra-to-motihari,Agra to Motihari
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),23:15,07:30,08h 15m,484,2.6,21 Seats available,https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Hazaribagh to Muzaffarpur (Bihar)
Pawapuri Motors,A/C Seater / Sleeper (2+1),21:45,05:45,08h 00m,850,1.5,9 Seats available,https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Hazaribagh to Muzaffarpur (Bihar)
Tejas Maa Bhawani,A/C Sleeper (2+1),21:41,05:15,07h 34m,799,2.9,10 Seats available,https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Hazaribagh to Muzaffarpur (Bihar)
Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,05:30,07h 55m,749,2.6,11 Seats available,https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Hazaribagh to Muzaffarpur (Bihar)
Tejas Maa Bhawani,Non AC Seater (2+2),21:00,05:30,08h 30m,999,2.9,41 Seats available,https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur,Hazaribagh to Muzaffarpur (Bihar)
Travel Point World LLP,A/C Seater / Sleeper (2+2),18:20,06:50,12h 30m,1898,1.6,38 Seats available,https://www.redbus.in/bus-tickets/motihari-to-agra,Motihari to Agra
Travel Point World LLP,A/C Seater / Sleeper (2+2),18:20,03:20,09h 00m,1999,1.6,38 Seats available,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Motihari to Lucknow
Shree Balajee Travels And Cargo,A/C Sleeper (2+1),21:31,04:01,06h 30m,1349,1.3,36 Seats available,https://www.redbus.in/bus-tickets/motihari-to-lucknow,Motihari to Lucknow
Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),19:00,02:30,07h 30m,699,2.5,16 Seats available,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Muzaffarpur (Bihar) to Hazaribagh
Tejas Maa Bhawani,AC Sleeper (2+1),18:45,03:25,08h 40m,799,1.0,4 Seats available,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Muzaffarpur (Bihar) to Hazaribagh
Tejas Maa Bhawani,Non AC Seater (2+2),18:30,02:30,08h 00m,898,2.5,41 Seats available,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Muzaffarpur (Bihar) to Hazaribagh
SOBHA TRAVELS (A.T),A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,495,1.8,30 Seats available,https://www.redbus.in/bus-tickets/katihar-to-patna,Katihar to Patna (Bihar)
Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,04:35,07h 10m,468,4.0,5 Seats available,https://www.redbus.in/bus-tickets/patna-to-araria,Patna (Bihar) to Araria (Bihar)
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,05:30,08h 05m,700,3.8,1 Seat available,https://www.redbus.in/bus-tickets/patna-to-araria,Patna (Bihar) to Araria (Bihar)
Divya Rath,A/C Sleeper (2+1),20:45,04:45,08h 00m,675,3.8,1 Seat available,https://www.redbus.in/bus-tickets/patna-to-araria,Patna (Bihar) to Araria (Bihar)
Sadhvi Rath,A/C Seater / Sleeper (2+1),20:20,05:10,08h 50m,495,3.3,6 Seats available,https://www.redbus.in/bus-tickets/patna-to-araria,Patna (Bihar) to Araria (Bihar)
,,,,,,,,https://www.redbus.in/bus-tickets/patna-to-araria,Patna (Bihar) to Araria (Bihar)
Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,04:00,06h 35m,450,4.0,5 Seats available,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Patna (Bihar) to Forbesganj
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,04:25,07h 00m,700,3.6,9 Seats available,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Patna (Bihar) to Forbesganj
Divya Rath,A/C Sleeper (2+1),20:45,03:45,07h 00m,675,4.6,1 Seat available,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Patna (Bihar) to Forbesganj
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:10,05:00,06h 50m,900,4.2,3 Seats available,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Patna (Bihar) to Forbesganj
,,,,,,,,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Patna (Bihar) to Forbesganj
Yogmaya,NON A/C Seater / Sleeper (2+2),23:00,04:16,05h 16m,300,,63 Seats available,https://www.redbus.in/bus-tickets/darbhanga-to-patna,Darbhanga to Patna (Bihar)
Bihar state road transport corporation (BSRTC) - 152896,Non AC Seater (2+2),21:59,06:00,08h 01m,400,2.8,8 Seats available,https://www.redbus.in/bus-tickets/patna-to-saharsa,Patna (Bihar) to Saharsa
Rukmanti (AT),A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,475,2.2,11 Seats available,https://www.redbus.in/bus-tickets/patna-to-saharsa,Patna (Bihar) to Saharsa
Tiwari Motors,A/C Seater / Sleeper (2+1),20:00,05:05,09h 05m,449,2.0,28 Seats available,https://www.redbus.in/bus-tickets/patna-to-saharsa,Patna (Bihar) to Saharsa
Raj Rath,A/C Seater / Sleeper (2+2),21:00,06:00,09h 00m,425,2.6,21 Seats available,https://www.redbus.in/bus-tickets/patna-to-saharsa,Patna (Bihar) to Saharsa
,,,,,,,,https://www.redbus.in/bus-tickets/patna-to-saharsa,Patna (Bihar) to Saharsa
Rukmanti (AT),A/C Seater / Sleeper (2+1),20:00,00:00,04h 00m,475,2.1,11 Seats available,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Patna (Bihar) to Darbhanga
Ayan Benz,A/C Seater / Sleeper (2+1),20:00,00:30,04h 30m,350,1.0,42 Seats available,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Patna (Bihar) to Darbhanga
Yogmaya,NON A/C Seater / Sleeper (2+2),20:55,02:30,05h 35m,300,,64 Seats available,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Patna (Bihar) to Darbhanga
Chandralok Bus Service,A/C Seater / Sleeper (2+2),21:10,01:00,03h 50m,400,,28 Seats available,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Patna (Bihar) to Darbhanga
Sri Krishna Tours and Travels,,20:25,23:45,03h 20m,650,3.0,,https://www.redbus.in/bus-tickets/patna-to-darbhanga,Patna (Bihar) to Darbhanga
Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,22:30,10:00,11h 30m,935,3.4,14 Seats available,https://www.redbus.in/bus-tickets/lucknow-to-darbhanga,Lucknow to Darbhanga
Bihar state road transport corporation (BSRTC) - 160830,Non AC Seater (2+3),21:30,00:01,02h 31m,129,1.0,52 Seats available,https://www.redbus.in/bus-tickets/patna-to-muzaffarpur,Patna (Bihar) to Muzaffarpur (Bihar)
Rohit Sewa,NON A/C Seater (2+2),18:04,20:04,02h 00m,130,3.7,,https://www.redbus.in/bus-tickets/patna-to-muzaffarpur,Patna (Bihar) to Muzaffarpur (Bihar)
Rohit Sewa,NON A/C Seater (2+2),18:14,20:14,02h 00m,130,3.7,,https://www.redbus.in/bus-tickets/patna-to-muzaffarpur,Patna (Bihar) to Muzaffarpur (Bihar)
Rohit Sewa,NON A/C Seater (2+2),19:17,21:17,02h 00m,130,3.7,,https://www.redbus.in/bus-tickets/patna-to-muzaffarpur,Patna (Bihar) to Muzaffarpur (Bihar)
Rohit Sewa,NON A/C Seater (2+2),20:32,22:32,02h 00m,130,3.7,,https://www.redbus.in/bus-tickets/patna-to-muzaffarpur,Patna (Bihar) to Muzaffarpur (Bihar)
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),20:55,03:30,06h 35m,396,3.0,21 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif,Ranchi to Bihar Sharif
VIJAY RATH,A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,680,3.7,19 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif,Ranchi to Bihar Sharif
MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),21:00,04:45,07h 45m,550,3.9,12 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif,Ranchi to Bihar Sharif
MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:20,04:40,06h 20m,810,2.8,7 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif,Ranchi to Bihar Sharif
Mahuli Travels,A/C Seater/Sleeper (2+1),21:15,03:50,06h 35m,546,3.5,12 Seats available,https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif,Ranchi to Bihar Sharif
Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,22:30,06:00,07h 30m,595,3.7,14 Seats available,https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Lucknow to Gopalganj (Bihar)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:00,04:06,07h 06m,1399,2.9,17 Seats available,https://www.redbus.in/bus-tickets/lucknow-to-gopalganj,Lucknow to Gopalganj (Bihar)
